name_translations,city_code,country_code,time_zone,code,iata_type,name,coordinates,flightable
{'en': 'Sorkjosen Airport'},SOJ,NO,Europe/Oslo,SOJ,airport,Sorkjosen Airport,"{'lat': 69.78333, 'lon': 20.933332}",True
{'en': 'Aeroporto Max Feffer'},MVS,BR,America/Bahia,MVS,airport,Aeroporto Max Feffer,"{'lat': -18.083332, 'lon': -39.566666}",False
{'en': 'Kokomo'},OKK,US,America/Indiana/Indianapolis,OKK,airport,Kokomo,"{'lat': 40.52972, 'lon': -86.05806}",False
{'en': 'Stony Rapids'},YSF,CA,America/Regina,YSF,airport,Stony Rapids,"{'lat': 59.25, 'lon': -105.833336}",True
{'en': 'Hartford  Railway'},HFD,US,America/New_York,ZRT,railway,Hartford  Railway,"{'lat': 41.7637111, 'lon': -72.6850932}",False
{'en': 'Zouerate'},OUZ,MR,Africa/Nouakchott,OUZ,airport,Zouerate,"{'lat': 22.733334, 'lon': -12.35}",False
{'en': 'Gamboa'},WCA,CL,America/Santiago,WCA,airport,Gamboa,"{'lat': -42.5, 'lon': -73.833336}",False
{'en': 'Arna Railway Station'},XHT,NO,Europe/Oslo,XHT,railway,Arna Railway Station,"{'lat': 60.41, 'lon': 5.48}",False
{'en': 'San Ramon'},SRD,BO,America/La_Paz,SRD,airport,San Ramon,"{'lat': -13.283333, 'lon': -64.71667}",False
{'en': 'Pacific Harbor'},PHR,FJ,Pacific/Fiji,PHR,airport,Pacific Harbor,"{'lat': -18.2, 'lon': 178.05}",False
{'en': 'Una'},UNA,BR,America/Bahia,UNA,airport,Una,"{'lat': -15.353333, 'lon': -38.997223}",True
{'en': 'Tirupati Airport'},TIR,IN,Asia/Kolkata,TIR,airport,Tirupati Airport,"{'lat': 13.635721, 'lon': 79.54293}",True
{'en': 'Savuti'},SVT,BW,Africa/Gaborone,SVT,airport,Savuti,"{'lat': -18.633333, 'lon': 24.083332}",False
{'en': 'Mitu'},MVP,CO,America/Bogota,MVP,airport,Mitu,"{'lat': 1.133333, 'lon': -70.05}",True
{'en': 'Centralia'},CLS,US,America/Los_Angeles,CLS,airport,Centralia,"{'lat': 46.67389, 'lon': -122.98111}",False
{'en': 'Cherrabun'},CBC,AU,Australia/Perth,CBC,airport,Cherrabun,"{'lat': -18.916668, 'lon': 125.55}",False
{'en': 'Wagethe'},WET,ID,Asia/Jayapura,WET,airport,Wagethe,"{'lat': -4.166667, 'lon': 135.83333}",False
{'en': 'Intermediate'},HVE,US,America/Denver,HVE,airport,Intermediate,"{'lat': 38.36667, 'lon': -110.71667}",False
{'en': 'Mtwara Airport'},MYW,TZ,Africa/Dar_es_Salaam,MYW,airport,Mtwara Airport,"{'lat': -10.338889, 'lon': 40.19361}",True
{'en': 'County'},JAS,US,America/Chicago,JAS,airport,County,"{'lat': 30.933332, 'lon': -94.01667}",False
{'en': 'Dala Airport'},BLE,SE,Europe/Stockholm,BLE,airport,Dala Airport,"{'lat': 60.42973, 'lon': 15.50826}",True
{'en': 'Sunan Shuofang International Airport'},WUX,CN,Asia/Shanghai,WUX,airport,Sunan Shuofang International Airport,"{'lat': 31.49289, 'lon': 120.42438}",True
{'en': 'Haelogo'},HEO,PG,Pacific/Port_Moresby,HEO,airport,Haelogo,"{'lat': -9.133333, 'lon': 147.58333}",False
{'en': 'Powell'},POY,US,America/Denver,POY,airport,Powell,"{'lat': 44.75, 'lon': -108.76667}",False
{'en': 'Yeager Airport'},CRW,US,America/New_York,CRW,airport,Yeager Airport,"{'lat': 38.370342, 'lon': -81.596504}",True
{'en': 'Zugapa'},UGU,ID,Asia/Jayapura,UGU,airport,Zugapa,"{'lat': -3.733333, 'lon': 137.03334}",False
{'en': 'Uruzgan'},URZ,AF,Asia/Kabul,URZ,airport,Uruzgan,"{'lat': 32.9, 'lon': 66.61667}",False
{'en': 'Kalumburu'},UBU,AU,Australia/Perth,UBU,airport,Kalumburu,"{'lat': -14.3, 'lon': 126.65}",True
{'en': 'Umiat'},UMT,US,America/Anchorage,UMT,airport,Umiat,"{'lat': 69.416664, 'lon': -152.33333}",False
{'en': 'Munster Osnabruck International Airport'},FMO,DE,Europe/Berlin,FMO,airport,Munster Osnabruck International Airport,"{'lat': 52.130054, 'lon': 7.694928}",True
{'en': 'Resita Bus Station'},QRS,RO,Europe/Bucharest,QRS,bus,Resita Bus Station,"{'lat': 45.3, 'lon': 21.89028}",False
{'en': 'Montoir Airport'},SNR,FR,Europe/Paris,SNR,airport,Montoir Airport,"{'lat': 47.29111, 'lon': -2.182222}",True
{'en': 'Wanigela'},AGL,PG,Pacific/Port_Moresby,AGL,airport,Wanigela,"{'lat': -9.340278, 'lon': 149.15527}",False
{'en': 'Yundum International Airport'},BJL,GM,Africa/Banjul,BJL,airport,Yundum International Airport,"{'lat': 13.34406, 'lon': -16.6522}",True
{'en': 'Whiteman'},LAX,US,America/Los_Angeles,WHP,airport,Whiteman,"{'lat': 34.05, 'lon': -118.25}",False
{'en': 'Japura'},RGT,ID,Asia/Jakarta,RGT,airport,Japura,"{'lat': -0.4, 'lon': 102.55}",False
{'en': 'Saratov Gagarin Airport'},RTW,RU,Europe/Saratov,GSV,airport,Saratov Gagarin Airport,"{'lat': 51.716667, 'lon': 46.166667}",True
{'en': 'Jose Marti International Airport'},HAV,CU,America/Havana,HAV,airport,Jose Marti International Airport,"{'lat': 22.99845, 'lon': -82.40818}",True
{'en': 'Brazoria County'},LJN,US,America/Chicago,LJN,airport,Brazoria County,"{'lat': 29.038334, 'lon': -95.45695}",False
{'en': 'Malindi Airport'},MYD,KE,Africa/Nairobi,MYD,airport,Malindi Airport,"{'lat': -3.230755, 'lon': 40.10048}",True
{'en': 'Edmundo Barrios'},SOM,VE,America/Caracas,SOM,airport,Edmundo Barrios,"{'lat': 8.949167, 'lon': -64.145836}",False
{'en': 'Jales'},JLS,BR,America/Sao_Paulo,JLS,airport,Jales,"{'lat': -20.166668, 'lon': -50.55}",False
{'en': 'Aitutaki Airport'},AIT,CK,Pacific/Rarotonga,AIT,airport,Aitutaki Airport,"{'lat': -18.829443, 'lon': -159.767}",True
{'en': 'Burgos'},RGS,ES,Europe/Madrid,RGS,airport,Burgos,"{'lat': 42.35494, 'lon': -3.62295}",True
{'en': 'Eleftherios Venizelos International Airport'},ATH,GR,Europe/Athens,ATH,airport,Eleftherios Venizelos International Airport,"{'lat': 37.93635, 'lon': 23.946486}",True
{'en': 'Fond Du Lac'},ZFD,CA,America/Regina,ZFD,airport,Fond Du Lac,"{'lat': 59.316666, 'lon': -107.166664}",False
{'en': 'Las Heras'},LHS,AR,America/Argentina/Rio_Gallegos,LHS,airport,Las Heras,"{'lat': -32.85, 'lon': -68.816666}",False
{'en': 'Hopedale'},YHO,CA,America/Goose_Bay,YHO,airport,Hopedale,"{'lat': 55.448334, 'lon': -60.229443}",True
{'en': 'Bundi'},BNT,PG,Pacific/Port_Moresby,BNT,airport,Bundi,"{'lat': -5.75, 'lon': 145.45}",False
{'en': 'Eastern Oregon Regional Airport'},PDT,US,America/Los_Angeles,PDT,airport,Eastern Oregon Regional Airport,"{'lat': 45.698334, 'lon': -118.83611}",True
{'en': 'Winterthur Railway Station'},ZLI,CH,Europe/Zurich,ZLI,railway,Winterthur Railway Station,"{'lat': 47.49972, 'lon': 8.75}",False
{'en': 'Talkeetna'},TKA,US,America/Anchorage,TKA,airport,Talkeetna,"{'lat': 62.322224, 'lon': -150.09}",False
{'en': 'Kwethluk Airport'},KWT,US,America/Anchorage,KWT,airport,Kwethluk Airport,"{'lat': 60.808887, 'lon': -161.4375}",True
{'en': 'Makoua'},MKJ,CG,Africa/Brazzaville,MKJ,airport,Makoua,"{'lat': -0.020278, 'lon': 15.576667}",False
{'en': 'Moki'},MJJ,PG,Pacific/Port_Moresby,MJJ,airport,Moki,"{'lat': -5.7, 'lon': 145.25}",False
{'en': 'Canadian Rockies International Airport'},YXC,CA,America/Edmonton,YXC,airport,Canadian Rockies International Airport,"{'lat': 49.61437, 'lon': -115.787025}",True
{'en': 'Huahine Airport'},HUH,PF,Pacific/Tahiti,HUH,airport,Huahine Airport,"{'lat': -16.689682, 'lon': -151.02826}",True
{'en': 'Duncan Town'},DCT,BS,America/Nassau,DCT,airport,Duncan Town,"{'lat': 22.25, 'lon': -75.75}",False
{'en': 'Garoua Airport'},GOU,CM,Africa/Douala,GOU,airport,Garoua Airport,"{'lat': 9.336111, 'lon': 13.375556}",True
{'en': 'Liege Airport'},LGG,BE,Europe/Brussels,LGG,airport,Liege Airport,"{'lat': 50.643333, 'lon': 5.460149}",True
{'en': 'Andizhan Airport'},AZN,UZ,Asia/Tashkent,AZN,airport,Andizhan Airport,"{'lat': 40.733334, 'lon': 72.3}",True
{'en': 'Wotje Island'},WTE,MH,Pacific/Majuro,WTE,airport,Wotje Island,"{'lat': 9.45, 'lon': 170.26666}",False
{'en': 'Lady Elliot Island'},LYT,AU,Australia/Brisbane,LYT,airport,Lady Elliot Island,"{'lat': -24.116667, 'lon': 152.7}",False
{'en': 'Malmo Syd Railway Station'},MMA,SE,Europe/Stockholm,XFR,railway,Malmo Syd Railway Station,"{'lat': 55.61, 'lon': 13.004}",True
{'en': 'Indira Gandhi International Airport'},DEL,IN,Asia/Kolkata,DEL,airport,Indira Gandhi International Airport,"{'lat': 28.556555, 'lon': 77.10079}",True
{'en': 'Acapulco International Airport'},ACA,MX,America/Mexico_City,ACA,airport,Acapulco International Airport,"{'lat': 16.762403, 'lon': -99.75459}",True
{'en': 'Bairnsdale'},BSJ,AU,Australia/Melbourne,BSJ,airport,Bairnsdale,"{'lat': -37.833332, 'lon': 147.63333}",False
{'en': 'Columbus Municipal'},OLU,US,America/Chicago,OLU,airport,Columbus Municipal,"{'lat': 41.447224, 'lon': -97.34167}",False
{'en': 'Makokou'},MKU,GA,Africa/Libreville,MKU,airport,Makokou,"{'lat': 0.559167, 'lon': 12.861111}",False
{'en': 'Roche Harbor'},RCE,US,America/Los_Angeles,RCE,airport,Roche Harbor,"{'lat': 48.583332, 'lon': -123.166664}",False
{'en': 'Skien'},SKE,NO,Europe/Oslo,SKE,airport,Skien,"{'lat': 59.182777, 'lon': 9.5625}",False
{'en': 'Hong Kong Harbour'},HKG,HK,Asia/Hong_Kong,XJH,harbour,Hong Kong Harbour,"{'lat': 22.2478599, 'lon': 114.2033843}",True
{'en': 'Oamaru'},OAM,NZ,Pacific/Auckland,OAM,airport,Oamaru,"{'lat': -44.97028, 'lon': 171.0819}",False
{'en': 'Elkedra'},EKD,AU,Australia/Darwin,EKD,airport,Elkedra,"{'lat': -21.15, 'lon': 135.55}",False
{'en': 'Mifflin County'},RED,US,America/New_York,RED,airport,Mifflin County,"{'lat': 40.683334, 'lon': -77.61667}",False
{'en': 'Rondon'},RON,CO,America/Bogota,RON,airport,Rondon,"{'lat': 6.3, 'lon': -71.083336}",False
{'en': 'Charlotte Douglas International Airport'},CLT,US,America/New_York,CLT,airport,Charlotte Douglas International Airport,"{'lat': 35.219166, 'lon': -80.93584}",True
{'en': 'Kuujjuaq Airport'},YVP,CA,America/Montreal,YVP,airport,Kuujjuaq Airport,"{'lat': 58.10024, 'lon': -68.41798}",True
{'en': 'Shihezi Huayuan'},SHF,CN,Asia/Shanghai,SHF,airport,Shihezi Huayuan,"{'lat': 44.241667, 'lon': 85.891111}",True
{'en': 'Zhukovsky International Airport'},MOW,RU,Europe/Moscow,ZIA,airport,Zhukovsky International Airport,"{'lat': 55.5690146, 'lon': 38.1419636}",True
{'en': 'Berkeley'},JBK,US,America/Los_Angeles,JBK,airport,Berkeley,"{'lat': 37.86667, 'lon': -122.3}",True
{'en': 'Busuanga Airport'},USU,PH,Asia/Manila,USU,airport,Busuanga Airport,"{'lat': 12.1, 'lon': 120.166664}",True
{'en': 'Ross River'},XRR,CA,America/Whitehorse,XRR,airport,Ross River,"{'lat': 61.983334, 'lon': -132.45}",False
{'en': 'Coronel E Soto Cano AB'},ENQ,HN,America/Tegucigalpa,ENQ,airport,Coronel E Soto Cano AB,"{'lat': 14.369167, 'lon': -87.617226}",False
{'en': 'Indaselassie'},SHC,ET,Africa/Addis_Ababa,SHC,airport,Indaselassie,"{'lat': 12.983333, 'lon': 39.13333}",True
{'en': 'Bodo Airport'},BOO,NO,Europe/Oslo,BOO,airport,Bodo Airport,"{'lat': 67.27262, 'lon': 14.367839}",True
{'en': 'Abha Regional Airport'},AHB,SA,Asia/Riyadh,AHB,airport,Abha Regional Airport,"{'lat': 18.23429, 'lon': 42.657574}",True
{'en': 'Lodz Lublinek Airport'},LCJ,PL,Europe/Warsaw,LCJ,airport,Lodz Lublinek Airport,"{'lat': 51.721943, 'lon': 19.398333}",True
{'en': 'Dillant-Hopkins'},EEN,US,America/New_York,EEN,airport,Dillant-Hopkins,"{'lat': 42.900833, 'lon': -72.270836}",False
{'en': 'Heliport'},JJU,GL,America/Godthab,JJU,heliport,Heliport,"{'lat': 60.716667, 'lon': -46.033333}",True
{'en': 'Amurzet'},АУР,RU,Asia/Vladivostok,АУР,airport,Amurzet,"{'lat': 47.696667, 'lon': 131.098056}",True
{'en': 'Shiyan Wudangshan'},WDS,CN,Asia/Shanghai,WDS,airport,Shiyan Wudangshan,"{'lat': 32.591667, 'lon': 110.907778}",True
{'en': 'Rivers Inlet'},YRN,CA,America/Vancouver,YRN,airport,Rivers Inlet,"{'lat': 51.466667, 'lon': -127.583336}",False
{'en': 'Perce Railway Station'},XFG,CA,America/Montreal,XFG,railway,Perce Railway Station,"{'lat': 48.47278401265616, 'lon': -64.31834468627545}",False
{'en': 'Taif Airport'},TIF,SA,Asia/Riyadh,TIF,airport,Taif Airport,"{'lat': 21.480364, 'lon': 40.552685}",True
{'en': 'Denison Municipal'},DNS,US,America/Chicago,DNS,airport,Denison Municipal,"{'lat': 42.016666, 'lon': -95.35}",False
{'en': 'Itambacuri'},ITI,BR,America/Sao_Paulo,ITI,airport,Itambacuri,"{'lat': -18, 'lon': -41.5}",False
{'en': 'Walnut Ridge'},ARG,US,America/Chicago,ARG,airport,Walnut Ridge,"{'lat': 36.066666, 'lon': -90.95}",False
{'en': 'Komatipoort'},KOF,ZA,Africa/Johannesburg,KOF,airport,Komatipoort,"{'lat': -25.433332, 'lon': 31.933332}",False
{'en': 'Karasburg'},KAS,NA,Africa/Windhoek,KAS,airport,Karasburg,"{'lat': -28, 'lon': 18.733334}",False
{'en': 'Helsingborg Railway'},AGH,SE,Europe/Stockholm,XYH,railway,Helsingborg Railway,"{'lat': 56.2432, 'lon': 12.8615092}",True
{'en': 'Saudarkrokur'},SAK,IS,Atlantic/Reykjavik,SAK,airport,Saudarkrokur,"{'lat': 65.75, 'lon': -19.65}",False
{'en': 'Sugimanuru'},RAQ,ID,Asia/Makassar,RAQ,airport,Sugimanuru,"{'lat': -4.916667, 'lon': 122.583336}",False
{'en': 'Strasbourg Airport'},SXB,FR,Europe/Paris,SXB,airport,Strasbourg Airport,"{'lat': 48.544876, 'lon': 7.627674}",True
{'en': 'Xingning'},XIN,CN,Asia/Shanghai,XIN,airport,Xingning,"{'lat': 24, 'lon': 116}",False
{'en': 'Tinboli Airport'},TCK,PG,Pacific/Port_Moresby,TCK,airport,Tinboli Airport,"{'lat': -4.083333, 'lon': 143.38333}",False
{'en': 'Josephstaal'},JOP,PG,Pacific/Port_Moresby,JOP,airport,Josephstaal,"{'lat': -4.75, 'lon': 145.01666}",False
{'en': 'Motygino'},MJY,RU,Asia/Krasnoyarsk,MJY,airport,Motygino,"{'lat': 58.18083190917969, 'lon': 94.74472045898438}",True
{'en': 'Asela'},ALK,ET,Africa/Addis_Ababa,ALK,airport,Asela,"{'lat': 7.966667, 'lon': 39.11667}",False
{'en': 'Dewsbury Bus Station'},ZEQ,GB,Europe/London,ZEQ,bus,Dewsbury Bus Station,"{'lat': 53.68333, 'lon': -1.63333}",False
{'en': 'Monroe Regional Airport'},MLU,US,America/Chicago,MLU,airport,Monroe Regional Airport,"{'lat': 32.51184, 'lon': -92.043655}",True
{'en': 'Caldwell Wright'},CDW,US,America/New_York,CDW,airport,Caldwell Wright,"{'lat': 40.833332, 'lon': -74.26667}",False
{'en': 'Djibouti-Ambouli International Airport'},JIB,DJ,Africa/Djibouti,JIB,airport,Djibouti-Ambouli International Airport,"{'lat': 11.552361, 'lon': 43.149677}",True
{'en': 'Chileka Airport'},BLZ,MW,Africa/Blantyre,BLZ,airport,Chileka Airport,"{'lat': -15.674722, 'lon': 34.970833}",True
{'en': 'Ciampino-G. B. Pastine International Airport'},ROM,IT,Europe/Rome,CIA,airport,Ciampino-G. B. Pastine International Airport,"{'lat': 41.799065, 'lon': 12.590987}",True
{'en': 'Bonn Hbf Railway Station'},CGN,DE,Europe/Berlin,BNJ,railway,Bonn Hbf Railway Station,"{'lat': 50.9406645, 'lon': 6.9599115}",True
{'en': 'Pointe-a-Pitre International Airport'},PTP,GP,America/Guadeloupe,PTP,airport,Pointe-a-Pitre International Airport,"{'lat': 16.2675, 'lon': -61.52639}",True
{'en': 'Sand Point Municipal Airport'},SDP,US,America/Anchorage,SDP,airport,Sand Point Municipal Airport,"{'lat': 55.316666, 'lon': -160.51389}",True
{'en': 'Tozeur Airport'},TOE,TN,Africa/Tunis,TOE,airport,Tozeur Airport,"{'lat': 33.916668, 'lon': 8.133333}",True
{'en': 'Smolensk'},LNX,RU,Europe/Moscow,LNX,airport,Smolensk,"{'lat': 54.8, 'lon': 32.05}",False
{'en': 'Shilo'},YLO,CA,America/Winnipeg,YLO,airport,Shilo,"{'lat': 49.781666, 'lon': -99.638336}",False
{'en': 'Kenmore Air Harbor'},KEH,US,America/Los_Angeles,KEH,airport,Kenmore Air Harbor,"{'lat': 47.755, 'lon': -122.25806}",False
{'en': 'Armidale Airport'},ARM,AU,Australia/Sydney,ARM,airport,Armidale Airport,"{'lat': -30.532297, 'lon': 151.61493}",True
{'en': 'Odense Bus Station'},ODE,DK,Europe/Copenhagen,ZIM,bus,Odense Bus Station,"{'lat': 55.403756, 'lon': 10.40237}",False
{'en': 'Cobourg Railway Station'},XGJ,CA,America/Toronto,XGJ,railway,Cobourg Railway Station,"{'lat': 43.9596, 'lon': -78.167778}",False
{'en': 'Marion'},MZZ,US,America/Indiana/Indianapolis,MZZ,airport,Marion,"{'lat': 40.490833, 'lon': -85.67944}",False
{'en': 'Sahand'},ACP,IR,Asia/Tehran,ACP,airport,Sahand,"{'lat': 37.347244, 'lon': 46.145115}",False
{'en': 'Dodoma Airport'},DOD,TZ,Africa/Dar_es_Salaam,DOD,airport,Dodoma Airport,"{'lat': -6.166667, 'lon': 35.75028}",True
{'en': 'Raudha'},RXA,YE,Asia/Aden,RXA,airport,Raudha,"{'lat': 15.433333, 'lon': 44.216667}",False
{'en': 'Belo Horizonte Airport'},BHZ,BR,America/Sao_Paulo,PLU,airport,Belo Horizonte Airport,"{'lat': -19.75, 'lon': -43.75}",True
{'en': 'Haugastol Railway Station'},ZWJ,NO,Europe/Oslo,ZWJ,railway,Haugastol Railway Station,"{'lat': 60.5, 'lon': 7.86667}",False
{'en': 'Uberlandia-Ten. Cel. Av. Cesar Bombonato Airport'},UDI,BR,America/Sao_Paulo,UDI,airport,Uberlandia-Ten. Cel. Av. Cesar Bombonato Airport,"{'lat': -18.9, 'lon': -48.233334}",True
{'en': 'Gokceada'},GKD,TR,Europe/Istanbul,GKD,airport,Gokceada,"{'lat': 40.16083, 'lon': 25.84444}",False
{'en': 'Oneida County Airport'},RHI,US,America/Chicago,RHI,airport,Oneida County Airport,"{'lat': 45.625706, 'lon': -89.46253}",True
{'en': 'Zoo Railway Station'},BER,DE,Europe/Berlin,QWC,railway,Zoo Railway Station,"{'lat': 52.5234051, 'lon': 13.4113999}",True
{'en': 'Longview'},LOG,US,America/Los_Angeles,LOG,airport,Longview,"{'lat': 46.11667, 'lon': -122.88333}",False
{'en': 'Leigh Creek'},LGH,AU,Australia/Adelaide,LGH,airport,Leigh Creek,"{'lat': -30.466667, 'lon': 138.41667}",False
{'en': 'Iki Airport'},IKI,JP,Asia/Tokyo,IKI,airport,Iki Airport,"{'lat': 33.745556, 'lon': 129.78833}",True
{'en': 'Adampur Airport'},AIP,IN,Asia/Kolkata,AIP,airport,Adampur Airport,"{'lat': 31.433056, 'lon': 75.760556}",True
{'en': 'Hiva Oa Airport'},AUQ,PF,Pacific/Marquesas,AUQ,airport,Hiva Oa Airport,"{'lat': -9.769324, 'lon': -139.00978}",True
{'en': 'Halali'},HAL,NA,Africa/Windhoek,HAL,airport,Halali,"{'lat': -19.966667, 'lon': 13.066667}",False
{'en': 'Downtown Railway Station'},YMQ,CA,America/Montreal,YMY,railway,Downtown Railway Station,"{'lat': 45.5088889, 'lon': -73.5541667}",True
{'en': 'Jeypore'},PYB,IN,Asia/Kolkata,PYB,airport,Jeypore,"{'lat': 18.833332, 'lon': 82.63333}",True
{'en': 'HB Railway Station'},ZRH,CH,Europe/Zurich,ZLP,railway,HB Railway Station,"{'lat': 47.367347, 'lon': 8.5500025}",True
{'en': 'Xingtai'},XNT,CN,Asia/Shanghai,XNT,airport,Xingtai,"{'lat': 37.1, 'lon': 114.5}",True
{'en': 'Colorado do Oeste'},CSW,BR,America/Porto_Velho,CSW,airport,Colorado do Oeste,"{'lat': -13.019444, 'lon': -61.168056}",False
{'en': 'False Pass'},KFP,US,America/Nome,KFP,airport,False Pass,"{'lat': 54.849167, 'lon': -163.40916}",False
{'en': 'Lubeck Blankensee'},HAM,DE,Europe/Berlin,LBC,airport,Lubeck Blankensee,"{'lat': 53.80527, 'lon': 10.701162}",True
{'en': 'Nuneaton Railway Station'},XNV,GB,Europe/London,XNV,railway,Nuneaton Railway Station,"{'lat': 52.523, 'lon': -1.4683}",False
{'en': 'Tri-City'},PPF,US,America/Chicago,PPF,airport,Tri-City,"{'lat': 37.332222, 'lon': -95.50861}",False
{'en': 'Odate Noshiro Airport'},ONJ,JP,Asia/Tokyo,ONJ,airport,Odate Noshiro Airport,"{'lat': 40.196415, 'lon': 140.37383}",True
{'en': 'Sundsvall C Rail Station'},SDL,SE,Europe/Stockholm,XXZ,railway,Sundsvall C Rail Station,"{'lat': 62.3908358, 'lon': 17.3069157}",True
{'en': 'Kol'},KQL,PG,Pacific/Port_Moresby,KQL,airport,Kol,"{'lat': -5.65, 'lon': 144.86667}",False
{'en': 'Cattle Creek'},CTR,AU,Australia/Darwin,CTR,airport,Cattle Creek,"{'lat': -17.583332, 'lon': 131}",False
{'en': 'Franklin Municipal'},FKN,US,America/New_York,FKN,airport,Franklin Municipal,"{'lat': 36.683334, 'lon': -76.933334}",False
{'en': 'Ruston'},RSN,US,America/Chicago,RSN,airport,Ruston,"{'lat': 32.516666, 'lon': -92.63333}",False
{'en': 'Lewis'},CDK,US,America/New_York,CDK,airport,Lewis,"{'lat': 29.133333, 'lon': -83.03333}",False
{'en': 'St Francois'},SFC,GP,America/Guadeloupe,SFC,airport,St Francois,"{'lat': 16.25, 'lon': -61.283333}",False
{'en': 'Ukhta Airport'},UCT,RU,Europe/Moscow,UCT,airport,Ukhta Airport,"{'lat': 63.566666, 'lon': 53.8}",True
{'en': 'Tupai'},TPX,PF,Pacific/Tahiti,TPX,airport,Tupai,"{'lat': -16.283333, 'lon': -151.83333}",False
{'en': 'La Sarre'},SSQ,CA,America/Montreal,SSQ,airport,La Sarre,"{'lat': 48.916668, 'lon': -79.166664}",False
{'en': 'Falun C Railway Station'},BLE,SE,Europe/Stockholm,XWF,railway,Falun C Railway Station,"{'lat': 60.4856047, 'lon': 15.4363017}",True
{'en': 'Guacamaya'},GCA,CO,America/Bogota,GCA,airport,Guacamaya,"{'lat': 2.316667, 'lon': -75.5}",False
{'en': 'Paphos International Airport'},PFO,CY,Asia/Nicosia,PFO,airport,Paphos International Airport,"{'lat': 34.71155, 'lon': 32.489105}",True
{'en': 'Puas'},PUA,PG,Pacific/Port_Moresby,PUA,airport,Puas,"{'lat': -2.4, 'lon': 150.23334}",False
{'en': 'Faro Airport'},FAO,PT,Europe/Lisbon,FAO,airport,Faro Airport,"{'lat': 37.020645, 'lon': -7.968545}",True
{'en': 'Belize City Municipal'},BZE,BZ,America/Belize,TZA,airport,Belize City Municipal,"{'lat': 17.51639, 'lon': -88.191666}",False
{'en': 'Attawapiskat'},YAT,CA,America/Toronto,YAT,airport,Attawapiskat,"{'lat': 52.941666, 'lon': -82.4}",True
{'en': 'Atlantic City Railway Station'},AIY,US,America/New_York,ZRA,railway,Atlantic City Railway Station,"{'lat': 39.3643, 'lon': -74.4229}",True
{'en': 'Annecy-Meythe'},NCY,FR,Europe/Paris,NCY,airport,Annecy-Meythe,"{'lat': 45.930557, 'lon': 6.100833}",False
{'en': 'Dallas/Fort Worth International Airport'},DFW,US,America/Chicago,DFW,airport,Dallas/Fort Worth International Airport,"{'lat': 32.89746, 'lon': -97.036125}",True
{'en': 'Sainte-Foy Railway'},YQB,CA,America/Montreal,XFY,railway,Sainte-Foy Railway,"{'lat': 46.8032826, 'lon': -71.242796}",True
{'en': 'Tunoshna Airport'},IAR,RU,Europe/Moscow,IAR,airport,Tunoshna Airport,"{'lat': 57.61667, 'lon': 39.88333}",True
{'en': 'Sault Ste. Marie Airport'},YAM,CA,America/Toronto,YAM,airport,Sault Ste. Marie Airport,"{'lat': 46.485302, 'lon': -84.49995}",True
{'en': 'Los Cabos'},SJD,MX,America/Mazatlan,SJD,airport,Los Cabos,"{'lat': 23.162354, 'lon': -109.717285}",True
{'en': 'Palanga International Airport'},PLQ,LT,Europe/Vilnius,PLQ,airport,Palanga International Airport,"{'lat': 55.95, 'lon': 21.083332}",True
{'en': 'Messe/Deutz Rail Station'},CGN,DE,Europe/Berlin,QKU,railway,Messe/Deutz Rail Station,"{'lat': 50.9406645, 'lon': 6.9599115}",True
{'en': 'Barora'},RRI,SB,Pacific/Guadalcanal,RRI,airport,Barora,"{'lat': -7.5, 'lon': 158.26666}",False
{'en': 'Kheria'},AGR,IN,Asia/Kolkata,AGR,airport,Kheria,"{'lat': 27.158333, 'lon': 77.962776}",True
